Site,Site2,Transect,Quadrat,Litbag,Lit,LitNum,Teabag,Tea,TeaNum,Julday1,Julday2,Julday3,Temp1,Temp2,Temp3,Moist1,Moist2,Moist3,VolMoist1,VolMoist2,VolMoist3,SOM,percNsoil,percCsoil,NOxinit,NH4init,Nitrif,Nmin,WHC,pH,TpH,Cmin1,Cmin2,Cmin,SIR,LitSIR,IncTime,TeaLoss,LitLoss,STeaLoss,SLitLoss,LitMoist,mLitMoist,LitlCloss,SLitCloss,LitNmin,SLitNmin,LitInitCN,LitFinCN,LitinitN,TeainitN
Montpell,6,18,123,263,Fes,0,627,Red,0,129,174,219,21.9,26.1,33.3,24.8,17.17,13.54,NA,NA,NA,12.09,0.45,5.7,5.83,3.27,-0.091,-0.12,83.14,6.64,0.229,0.51,0.6,0.56,1.76,137.61,90,16.3,16.21,16.3,16.21,7.4,7.9,19.71,19.71,0.95,0.95,43.69,36.66,1.14,1.54
Montpell,6,18,124,264,Fes,0,628,Red,0,129,174,219,20.9,26.2,29.5,40.65,22.06,18.61,NA,NA,NA,23.74,0.95,11.11,29.44,4.63,-1.104,0.064,135.74,6.41,0.389,0.89,1.02,0.95,2.77,167.55,90,13.59,11.86,13.59,11.86,7.5,7.4,13.19,13.19,0.893,0.893,43.69,42.18,0.93,1.4
Montpell,6,18,125,265,Fes,0,629,Red,0,129,174,219,20.8,26.3,28.9,35.02,22.6,14.63,NA,NA,NA,17.7,0.61,7.79,19.84,9.68,0.752,-0.535,102.46,6.37,0.427,0.54,0.66,0.6,2.14,152.92,90,14.63,13.21,14.63,13.21,7.9,6,14.34,14.34,1.04,1.04,43.69,35.68,0.99,1.47
Montpell,6,18,126,266,Fes,0,630,Red,0,129,174,219,21.3,26.4,33.4,26.49,19.58,12.4,NA,NA,NA,12.61,0.65,5.94,7.51,6.15,0.018,-0.276,86.73,6.34,0.457,0.7,0.83,0.76,1.92,160.91,90,12.55,15.55,12.55,15.55,8.1,8.4,16.94,16.94,0.846,0.846,43.69,42.23,1.08,1.47
Montpell,6,19,127,267,Fes,0,631,Red,0,129,174,219,21.4,28.4,32.1,17.24,9.48,10.55,NA,NA,NA,13.31,1.22,15.45,10.26,2.11,-0.008,-0.055,81.17,7.82,0.015,0.17,0.25,0.21,1.24,159.34,90,14.51,11.29,14.51,11.29,7,8,11,11,0.875,0.875,43.69,44.3,1.01,1.51
Montpell,6,19,128,268,Fes,0,632,Red,0,129,174,219,20.2,26.5,30,24.01,13.55,12.68,NA,NA,NA,12.9,0.73,11.01,4.4,2.69,-0.135,-0.068,79.55,7.85,0.014,0.2,0.33,0.27,1.2,120.71,90,12.41,8.74,12.41,8.74,8,8.1,8.12,8.12,0.92,0.92,43.69,43.12,1.15,1.41
Montpell,6,19,129,269,Fes,0,633,Red,0,129,174,219,21.6,30.3,34.5,14.35,14.03,8.99,NA,NA,NA,14.4,0.71,15.48,7.99,1.64,0.207,-0.028,73.04,7.88,0.013,0.2,0.3,0.25,1.17,125.35,90,12.13,12.45,12.13,12.45,8,7.2,12.5,12.5,0.908,0.908,43.69,41.6,0.95,1.53
Montpell,6,19,130,270,Fes,0,634,Red,0,129,174,219,21.6,28.3,30.7,21.34,11.67,9.3,NA,NA,NA,14.26,0.61,12.79,3.33,2.67,-0.148,-0.077,84.07,7.88,0.013,0.22,0.35,0.29,1.15,139.37,90,13.13,12.33,13.13,12.33,8.7,8.4,12.23,12.23,0.783,0.783,43.69,48.6,0.93,1.4
Montpell,6,19,131,271,Fes,0,635,Red,0,129,174,219,21.3,29.3,30.8,14.57,8.31,6.46,NA,NA,NA,13.55,0.5,13.28,5.43,1.92,0.019,-0.043,78.23,7.92,0.012,0.19,0.27,0.23,1.01,151.72,90,13.57,10.46,13.57,10.46,6.6,6,13.32,13.32,0.774,0.774,43.69,48.63,1,1.43
Montpell,6,19,132,272,Fes,0,636,Red,0,129,174,219,20.4,26.6,31,14.78,9.16,12.8,NA,NA,NA,12.78,0.5,15.12,8.9,1.56,0.319,-0.021,77.49,7.93,0.012,0.18,0.28,0.23,1.25,146.36,90,10.81,13.2,10.81,13.2,6.8,6.8,14.06,14.06,0.88,0.88,43.69,42,0.91,1.54
Montpell,6,19,133,273,Fes,0,637,Red,0,129,174,219,20,26,29.6,10.99,9.31,6.87,NA,NA,NA,10.99,0.63,15.71,10.11,1.87,0.36,-0.038,69.32,7.89,0.013,0.24,0.35,0.3,1.25,130.3,90,14.8,14.21,14.8,14.21,6.8,6.6,15.57,15.57,0.804,0.804,43.69,45.78,1.14,1.38
Montpell,6,20,134,274,Fes,0,638,Red,0,129,174,219,20.6,27.2,33.1,25.68,17.05,11.67,NA,NA,NA,15.45,0.7,7.8,32.47,4.69,0.994,-0.165,80.15,7.46,0.035,0.37,0.56,0.46,1.81,125.56,90,10.37,10.07,10.37,10.07,6.4,7.2,12.11,12.11,0.856,0.856,43.69,44.18,0.86,1.5
Montpell,6,20,135,275,Fes,0,639,Red,0,129,174,219,19.7,25,31.7,27.73,16.81,14.75,NA,NA,NA,15.97,0.66,7.5,29.77,3.87,0.915,-0.138,81.31,7.42,0.038,0.36,0.55,0.46,1.78,117.21,90,12.09,18.12,12.09,18.12,15.9,11.7,18.93,18.93,0.801,0.801,43.69,44,0.87,1.53
Montpell,6,20,136,276,Fes,0,640,Red,0,129,174,219,19.8,25.8,31.1,26.07,16.56,16.45,NA,NA,NA,15.1,0.66,7.3,31.37,4.92,0.058,-0.227,93.34,7.36,0.044,0.6,0.8,0.7,1.86,188.41,90,9.26,10.51,9.26,10.51,6.8,7.3,11.35,11.35,0.935,0.935,43.69,40.84,1.04,1.38
Montpell,6,20,137,277,Fes,0,641,Red,0,129,174,219,19.5,25,29.1,29.76,17.63,15.65,NA,NA,NA,14.37,0.55,6.79,22.69,3.62,0.149,-0.119,88.7,6.92,0.12,0.58,0.67,0.63,2.01,174.98,90,17.97,14.34,17.97,14.34,8,8.3,14.58,14.58,0.896,0.896,43.69,41.48,1.15,1.48
Montpell,6,20,138,278,Fes,0,642,Red,0,129,174,219,19.4,26.9,35.1,26.33,19.71,11.52,NA,NA,NA,14.09,0.61,6.78,17.91,3.44,0.387,-0.127,76.79,7.43,0.037,0.37,0.53,0.45,1.69,168.58,90,8.23,15.16,8.23,15.16,8.7,7.5,16.05,16.05,0.899,0.899,43.69,40.26,1.02,1.47
Montpell,6,20,139,279,Fes,0,643,Red,0,129,174,219,19.3,26.8,35.2,25.69,19,11.51,NA,NA,NA,16.24,0.58,6.59,17.48,2.38,0.432,-0.082,77.11,6.78,0.166,0.53,0.59,0.56,2.11,140.7,90,10.29,8.77,10.29,8.77,7.3,6.1,10.37,10.37,0.94,0.94,43.69,41.12,0.98,1.53
Montpell,6,20,140,280,Fes,0,644,Red,0,129,174,219,18.8,26.6,33.9,29.82,17.31,14.38,NA,NA,NA,14.65,0.64,7.06,31.57,2.91,1.019,-0.07,86.92,7.3,0.05,0.36,0.47,0.41,1.61,129.74,90,14.74,5.93,14.74,5.93,7.4,7.8,7.65,7.65,0.918,0.918,43.69,43.37,1.05,1.51
Wagenin,4,21,141,309,Fes,0,645,Red,0,118,162,204,8.4,15.6,19.2,13.8,8.23,6.55,7.93,3.83,3.33,6.54,0.43,6.28,0,0,0.545,0.071,65.21,6.06,0.871,0.41,0.48,0.44,1.63,119.93,86,20.44,15.35,21.39,16.07,13.3,15,16.57,17.34,0.878,0.872,43.69,40.98,0.86,1.36
Wagenin,4,21,142,310,Fes,0,646,Red,0,118,162,204,8,15.3,19,12.26,6.41,6.09,7,3.3,1.4,5.93,0.35,5.21,0.08,0.8,0.12,0.021,58.35,6.26,0.55,0.5,0.58,0.54,1.66,84.2,86,24.85,15.74,26,16.47,13.6,14.2,16.65,17.42,1.162,1.17,43.69,31,1.14,1.49
Wagenin,4,21,143,311,Fes,0,647,Red,0,118,162,204,8,15.2,18.8,12.94,7.06,6.27,8.83,5.13,2.57,6.9,0.5,7.44,0.2,2.34,0.679,-0.107,62.88,6.17,0.676,0.39,0.47,0.43,1.58,146.01,86,20.76,14.77,21.73,15.46,13.7,13.2,15.69,16.42,0.925,0.921,43.69,39.79,1.1,1.4
Wagenin,4,21,144,312,Fes,0,648,Red,0,118,162,204,8.2,15.2,19.2,12.61,8.92,7.04,7.53,3.9,4.13,6.04,0.66,9.45,0,0.92,0.523,0.055,63.25,5.93,1.175,0.41,0.47,0.44,1.54,137.45,86,24.91,19.17,26.07,20.06,19.4,27,19.78,20.7,0.914,0.91,43.69,38.07,1.04,1.52
Wagenin,4,21,145,313,Fes,0,649,Red,0,118,162,204,7.6,15.4,18.9,10.56,8.85,6.16,6.77,3.43,3.5,5.47,0.96,13.57,0.15,2.52,0.693,0.024,56.89,5.98,1.047,0.41,0.46,0.43,1.53,114.1,86,25.4,14.69,26.58,15.37,13.8,13.5,15.76,16.5,0.926,0.922,43.69,39.48,1.13,1.53
Wagenin,4,21,146,314,Fes,0,650,Red,0,118,162,204,7.9,15.6,19.2,12.24,7.99,7.6,7.67,3,3.83,5.96,0.09,1.45,0,1.3,0.343,0.038,57.02,5.96,1.096,0.37,0.44,0.41,1.38,115.84,86,26.08,12.57,27.3,13.15,12.9,11.4,15.18,15.89,1.072,1.075,43.69,34.25,1.09,1.4
Wagenin,4,21,147,315,Fes,0,651,Red,0,118,162,204,8.3,15.5,19.1,13.1,6.37,5.67,7.03,2.37,2.97,7,0.32,4.43,2.49,3.58,1.023,-0.165,63.33,6.11,0.776,0.45,0.5,0.47,1.51,81.71,86,17.14,6.5,17.94,6.81,41.3,27.8,14.11,14.77,1.083,1.086,43.69,33.7,1.04,1.5
Wagenin,4,22,148,316,Fes,0,652,Red,0,118,162,204,8.4,13.1,18.5,16.28,16.3,10.41,12,6.87,3.9,5.35,0.14,2.59,8.1,1.22,0.555,-0.011,53.27,5.06,8.71,0.26,0.3,0.28,1.05,170.87,86,26.51,25.14,27.75,26.31,21.2,16.2,25.88,27.08,1.286,1.299,43.69,25.1,0.9,1.5
Wagenin,4,22,149,317,Fes,0,653,Red,0,118,162,204,8.5,13.6,18.4,18.87,12.37,11.14,12.9,6.33,3.93,5.86,0.18,3.13,13.5,5.99,0.825,0.052,53.9,4.82,15.136,0.11,0.3,0.21,1.06,121.06,86,34.36,13.39,35.96,14.01,22.7,20.9,14.33,15,1.124,1.13,43.69,33.02,0.98,1.51
Wagenin,4,22,150,318,Fes,0,654,Red,0,118,162,204,7.5,12.7,17.7,19.1,11.22,9.17,12.63,3.63,3.27,6.37,0.12,2.22,10.62,7.66,0.71,0.453,60.8,4.6,25.119,0.4,0.44,0.42,1.06,142.42,86,34.33,20.54,35.92,21.49,24.8,48.1,22.82,23.88,1.075,1.079,43.69,30.9,1.06,1.42
Wagenin,4,22,151,319,Fes,0,655,Red,0,118,162,204,8.1,13.3,18.3,16.94,12.89,9.44,12.17,5.27,4.1,6.17,0.35,5.74,6.19,4.45,0.592,0.003,53.22,4.82,15.136,0.29,0.33,0.31,1.12,115.25,86,31.19,29.13,32.64,30.49,61.1,52.7,29.9,31.29,1.118,1.123,43.69,27.41,1.07,1.45
Wagenin,4,22,152,320,Fes,0,656,Red,0,118,162,204,8.1,13.3,17.8,13.98,11.11,12.49,12,7,3.53,5.85,0.3,4.88,7.78,11.92,0.909,0.21,59.45,4.8,15.849,0.29,0.33,0.31,1.1,131.09,86,27.28,16.84,28.55,17.62,10.9,29.7,17.05,17.84,0.841,0.834,43.69,42.79,1.12,1.39
Wagenin,4,22,153,321,Fes,0,657,Red,0,118,162,204,8.3,13.8,18.9,17.89,8.37,10.81,9.03,5.67,2.67,5.74,0.19,3.62,14.44,3.54,1.02,0.077,50.38,4.9,12.589,0.24,0.26,0.25,0.96,133.72,86,25.33,17.08,26.51,17.87,19.4,25.5,18.26,19.11,1.095,1.1,43.69,32.42,1.15,1.41
Wagenin,4,22,154,322,Fes,0,658,Red,0,118,162,204,8.2,13.4,17.9,15.75,10.84,9.19,10.93,4.4,2.7,5.72,0.22,4.03,13.57,2.78,1.378,0.146,52.3,4.81,15.488,0.29,0.32,0.31,1.05,127.2,86,26.35,8.01,27.58,8.38,18.2,15.4,8.88,9.29,0.9,0.895,43.69,43.05,1.14,1.37
Wagenin,4,23,155,323,Fes,0,659,Red,0,118,162,204,9.5,14,19.1,19.95,11.92,13.87,14.4,6,5.23,9.1,0.38,6.2,0,0,2.234,0.214,66.07,5.27,5.37,0.38,0.43,0.4,1.25,89.45,86,32.1,20.75,33.59,21.72,57.3,38.1,21.61,22.62,1.215,1.225,43.69,28.15,0.87,1.52
Wagenin,4,23,156,324,Fes,0,660,Red,0,118,162,204,8.5,13.5,17.6,19.86,11.26,12.42,14.5,5,4.1,6.79,0.29,5.07,0.53,0.29,0.014,-0.021,52.87,5.4,3.981,0.63,0.76,0.69,1.43,130.73,86,33.04,27.54,34.57,28.82,58.4,59.4,27.92,29.22,0.909,0.905,43.69,34.38,0.93,1.45
Wagenin,4,23,157,325,Fes,0,661,Red,0,118,162,204,10.1,14.5,17.5,19,13.03,16.17,17.63,10.83,12.07,5.37,0.29,5.14,0.23,0.6,0.496,-0.015,48.03,5.8,1.585,0.22,0.25,0.24,1.17,75,86,31.84,23.09,33.32,24.16,45.3,49.9,27.32,28.59,0.955,0.953,43.69,32.78,1.07,1.44
Wagenin,4,23,158,326,Fes,0,662,Red,0,118,162,204,9.9,13.9,17.7,17.4,8.62,13.39,14.8,6.97,8.03,6.22,0.27,4.51,20.41,0.93,0.897,-0.034,55.82,5.51,3.09,0.23,0.25,0.24,1.03,123.05,86,35.99,28.84,37.67,30.18,61.4,61.4,31.17,32.62,1.227,1.238,43.69,24.21,0.95,1.46
Wagenin,4,23,159,327,Fes,0,663,Red,0,118,162,204,8.7,13.9,16.9,21.87,15.35,9.41,16.1,7.67,6.2,8.15,0.31,5.39,22.58,1.31,1.101,-0.04,58.65,5.49,3.236,0.33,0.38,0.35,1.34,100.82,86,24.17,27.84,25.29,29.13,63.8,63,29.91,31.3,1.022,1.023,43.69,29.64,0.98,1.37
Wagenin,4,23,160,328,Fes,0,664,Red,0,118,162,204,8.7,14.3,17.1,22.86,17.11,15.68,18.13,11.7,13.47,7.47,0.4,6.99,0.92,0.69,0.699,0.029,54.57,5.89,1.288,0.35,0.4,0.38,1.43,112.24,86,33.52,20.59,35.08,21.55,52.5,52.7,21.05,22.03,1.155,1.163,43.69,29.75,0.94,1.4
Wagenin,4,23,161,329,Fes,0,665,Red,0,118,162,204,8.8,14.8,17.6,19.64,13.3,7.41,15.67,11,10.47,6.99,0.52,8.78,14.41,1.43,0.853,-0.06,46.5,5.68,2.089,0.25,0.28,0.27,1.32,97.9,86,39.07,33.95,40.88,35.53,70.4,60.5,33.64,35.21,1.184,1.192,43.69,24.47,1.04,1.47
Wagenin,4,24,162,330,Fes,0,666,Red,0,118,162,204,9.6,13.4,18.3,22.48,12.63,14.8,18.9,8.47,10.53,7.1,0.59,10.98,16.42,2.75,0.582,-0.159,59.83,6.23,0.589,0.3,0.34,0.32,1.43,119.36,86,19.57,18.09,20.48,18.93,11,11,19.36,20.26,0.915,0.911,43.69,37.82,1.01,1.54
Wagenin,4,24,163,331,Fes,0,667,Red,0,118,162,204,10.5,13.8,17.9,20.66,12.37,15.51,18.27,7.5,12.83,6.86,0.15,3.2,1.11,1.63,0.624,-0.086,61.14,6.45,0.355,0.4,0.45,0.42,1.55,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,0.95,1.4
Wagenin,4,24,164,332,Fes,0,668,Red,0,118,162,204,10.2,12.9,17.5,22.17,11.59,12.98,19.37,6.6,10,7.33,0.39,7.66,0.14,1.07,0.696,-0.025,58.13,6.51,0.309,0.37,0.43,0.4,1.45,80.37,86,24.85,15.58,26.01,16.3,37.9,31.8,24.78,25.93,1.235,1.246,43.69,26.29,1.06,1.45
Wagenin,4,24,165,333,Fes,0,669,Red,0,118,162,204,9.9,13.2,17.5,20.05,11.48,12.92,19.17,7,9.2,6.89,0.23,4.79,14.57,1.46,0.661,-0.081,51.51,6.29,0.513,0.26,0.3,0.28,1.38,102.29,86,26.51,23.65,27.74,24.75,10.2,20,24.24,25.36,0.881,0.875,43.69,37.78,1.1,1.45
Wagenin,4,24,166,334,Fes,0,670,Red,0,118,162,204,10.7,13.9,17.7,19.14,11.48,12.87,13.2,8.5,6.77,7.06,0.37,7.27,1.13,1.17,0.704,-0.064,57.6,6.29,0.513,0.31,0.35,0.33,1.45,127.37,86,24.07,15.96,25.19,16.7,11.2,13,17.98,18.82,0.955,0.953,43.69,36.47,1.11,1.38
Wagenin,4,24,167,335,Fes,0,671,Red,0,118,162,204,10.3,14.2,17.4,21.62,11.86,13.75,18.53,7.63,10.13,7.81,0.45,8.34,16.24,2.32,0.525,-0.127,60.59,6.18,0.661,0.39,0.43,0.41,1.49,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69,NA,0.95,1.45
Wagenin,4,24,168,336,Fes,0,672,Red,0,118,162,204,10.4,12.6,16.3,20.22,12.32,14.66,21,9.23,8.23,6.53,0.32,6.49,0,0.18,0.236,0.009,64.4,6.45,0.355,0.27,0.31,0.29,1.13,99.67,86,32.98,21.97,34.51,22.99,47.5,51.8,25.67,26.86,NA,NA,43.69,24.71,1.15,1.41
